Master PCN,Name,Book,Page,Year,Final Subdivision,Unified Subdivision
7341441207,WELLINGTONS EDGE PAR 78 PH 1,78,45,1997,WELLINGTONS EDGE PAR,WELLINGTONS EDGE
7341441208,WELLINGTONS EDGE PAR 77 PH 3,78,199,1997,WELLINGTONS EDGE PAR,WELLINGTONS EDGE
7341441209,WELLINGTONS EDGE PAR 76 PH 2B,79,140,1998,WELLINGTONS EDGE PAR,WELLINGTONS EDGE
7341441210,WELLINGTONS EDGE BLVD PAR 79,82,8,1998,WELLINGTONS EDGE BLVD PAR,WELLINGTONS EDGE
7341441211,WELLINGTONS EDGE PAR 76 PH 2C,82,76,1999,WELLINGTONS EDGE PAR,WELLINGTONS EDGE
7341441212,WELLINGTONS EDGE PAR 78 PH 2,83,68,1999,WELLINGTONS EDGE PAR,WELLINGTONS EDGE
7341440501,WEST WELLINGTON FIRE STATION,91,177,2002,WEST WELLINGTON FIRE STATION,WEST WELLINGTON FIRE STATION
7341441017,WESTHAMPTON CLUB COND DECL FILED 5-15-81 IN,3523,92,1996,WESTHAMPTON CLUB CONDOMINIUMS,WESTHAMPTON CLUB CONDOMINIUMS
7341441025,WESTHAMPTON COND DECL FILED 5-29-81 IN,3545,1498,1996,WESTHAMPTON CONDOMINIUMS,WESTHAMPTON CONDOMINIUMS
7341441621,WHITE BIRCH FARM,117,15,2014,WHITE BIRCH FARM,WHITE BIRCH FARM
7341441441,WINDING OAKS,68,145,1996,WINDING OAKS,WINDING OAKS
7341441806,WINDING TRAILS,125,56,2018,WINDING TRAILS,WINDING TRAILS
7341441807,WINDING TRAILS REPLAT,138,143,2025,WINDING TRAILS REPLAT,WINDING TRAILS
7341442801,WINDSOME ESTATES (DEACTIVATED),119,193,2016,WINDSOME ESTATES,WINDSOME ESTATES
7341442802,WINDSOME ESTATES REPLAT,124,102,2018,WINDSOME ESTATES REPLAT,WINDSOME ESTATES
7341442804,WINDSOME FARMS (DEACTIVATED),134,89,2023,WINDSOME FARMS,WINDSOME FARMS
7341442805,WINDSOME FARMS REPLAT,136,43,2024,WINDSOME FARMS REPLAT,WINDSOME FARMS
7341441426,WINDSOR WAY PL 1,52,99,1996,WINDSOR WAY,WINDSOR WAY
7341441428,WINDSOR WAY PL 2,52,176,1996,WINDSOR WAY,WINDSOR WAY
7341441219,WRMC IV CONDO,23298,877,2010,WRMC IV CONDOMINIUMS,WRMC IV CONDOMINIUMS
7341443404,ZACARA FARM,120,130,2016,ZACARA FARM,ZACARA FARM
