Master PCN,Name,Book,Page,Year,Final Subdivision,Unified Subdivision
5043432619,PERUVIAN COURT COND DECL FILED 11/29/89 OR6274P1178,6274,1178,1992,PERUVIAN COURT CONDOMINIUMS,PERUVIAN COURT CONDOMINIUMS
5043432739,PERUVIAN TERRACE COND,935,350,1974,PERUVIAN TERRACE CONDOMINIUMS,PERUVIAN TERRACE CONDOMINIUMS
5043431429,PHIPPS ESTATES,74,190,1996,PHIPPS ESTATES,PHIPPS ESTATES
5043432229,PHIPPS HOUSE COND DECL FILED 4-27-89,6046,1427,1990,PHIPPS HOUSE CONDOMINIUMS,PHIPPS HOUSE CONDOMINIUMS
5043432315,PHIPPS PLAZA COND DECL FILED 6-17-84 IN,4136,302,1985,PHIPPS PLAZA CONDOMINIUMS,PHIPPS PLAZA CONDOMINIUMS
5043432209,PLAZA PL IN,18,62,1971,PLAZA,PHIPPS PLAZA
5043432210,PHIPPS PLAZA IN,20,72,1971,PHIPPS PLAZA,PHIPPS PLAZA
5043432206,POINCIANA PARK IN,6,1,1980,POINCIANA PARK,POINCIANA PARK
5043432207,POINCIANA PARK 2ND ADD IN,6,86,1971,POINCIANA PARK 2ND,POINCIANA PARK
5043432208,POINCIANA PARK 3RD ADD IN,8,72,1971,POINCIANA PARK 3RD,POINCIANA PARK
5043432222,POLAN SUBDIVISION,36,63,1979,POLAN,POLAN
5043431023,POLMER PARK IN,27,53,1971,POLMER PARK,POLMER PARK
5043442301,PRESIDENT OF PALM BEACH COND DECL IN,1854,1234,1973,PRESIDENT OF PALM BEACH CONDOMINIUMS,PRESIDENT OF PALM BEACH CONDOMINIUMS
5043432203,PRIMAVERA ESTS (LAKE FRONT),7,32,1971,PRIMAVERA ESTATES LAKE FRONT,PRIMAVERA ESTATES LAKE FRONT
5043432204,PRIMAVERA ESTS (MIDDLE SEC),7,39,1971,PRIMAVERA ESTATES MIDDLE SEC,PRIMAVERA ESTATES MIDDLE SEC
5043432205,PRIMAVERA ESTS (OCEAN SEC),6,82,1971,PRIMAVERA ESTATES OCEAN SEC,PRIMAVERA ESTATES OCEAN SEC
5043431409,PROXIMITY PARK IN,2,9,1971,PROXIMITY PARK,PROXIMITY PARK
5043431004,RAFALSKY MARK IN,11,51,1971,RAFALSKY MARK,RAFALSKY MARK
5043431101,RAFALSKY MARK REPL IN,16,35,1971,RAFALSKY MARK,RAFALSKY MARK
5043431416,REEF ESTATES (DEACTIVATED),28,55,1980,REEF ESTATES,REEF ESTATES
5043441401,REEF COND,2307,1250,1975,REEF CONDOMINIUMS,REEF CONDOMINIUMS
5043442316,REGENCY OF PALM BEACH INC,997,1120,1987,REGENCY OF PALM BEACH,REGENCY OF PALM BEACH
5043432615,REGENCY SIX COND DECL FILED 12-7-79,3189,1800,1981,REGENCY SIX CONDOMINIUMS,REGENCY SIX CONDOMINIUMS
5043433507,REGENTS PARK IN,25,215,1971,REGENTS PARK,REGENTS PARK
5043441107,RESIDENCES AT SLOANS CURVE,3631,1836,2001,RESIDENCES AT SLOANS CURVE,RESIDENCES AT SLOANS CURVE
5043432201,REVERIE IN,7,61,1971,REVERIE,REVERIE
5043431412,ROOTS SUB IN,1,22,1972,ROOTS,ROOTS
5043432305,ROYAL PARK ADD TO P B IN,4,1,1973,ROYAL PARK PALM BEACH,ROYAL PARK PALM BEACH
5043442315,ROYAL SAXON INC 2840 S OCEAN BLVD PALM BEACH FL,997,1150,1987,ROYAL SAXON,ROYAL SAXON
5043423401,SEA ISLE ESTATES,25,89,1971,SEA ISLE ESTATES,SEA ISLE ESTATES
5043432603,SINGER ADD TO P B IN,8,81,1971,SINGER PALM BEACH,SINGER ADD
5043432217,SOUTHLAKE COND DECL IN,1542,94,1973,SOUTHLAKE CONDOMINIUMS,SOUTHLAKE CONDOMINIUMS
5043453349,SQUIRE HILL COND DEC OR317/96 IN OR9156P49,9156,49,1997,SQUIRE HILL CONDOMINIUMS,SQUIRE HILL CONDOMINIUMS
5043431406,STOTESBURY PARK REV IN,20,42,1971,STOTESBURY PARK,STOTESBURY PARK
5043431421,SUN & SURF ONE HUNDRED & ONE HUNDRED THIRTY CONDOS,2583,1391,1979,SUN SURF ONE HUNDRED ONE HUNDRED THIRTY CONDOS,SUN SURF
5043431509,SUNRISE AVE ADD,7,62,1971,SUNRISE AVE,SUNRISE AVE
5043431510,SUNRISE AVE ADD 2 IN,8,69,1971,SUNRISE AVE,SUNRISE AVE
5043432219,SUNSET COND APTS,2178,220,1974,SUNSET CONDOMINIUMS,SUNSET CONDOMINIUMS
5043442310,SUTTON PLACE COND DECL FILED 6-19-81,3544,1520,1982,SUTTON PLACE CONDOMINIUMS,SUTTON PLACE CONDOMINIUMS
5043431401,TANGIER ESTATES IN,12,16,1980,TANGIER ESTATES,TANGIER ESTATES
5043442607,THIRTY ONE TWENTY COND DECL FILED 7-28-83 IN,4002,250,1989,THIRTY ONE TWENTY CONDOMINIUMS,THIRTY ONE TWENTY CONDOMINIUMS
5043443519,THIRTY-THREE SIXTY CONDO,3280,1135,1981,THIRTY THREE SIXTY CONDOMINIUMS,THIRTY THREE SIXTY CONDOMINIUMS
5043442602,THIRTY TWO HUNDRED COND,2700,1175,1978,THIRTY TWO HUNDRED CONDOMINIUMS,THIRTY TWO HUNDRED CONDOMINIUMS
5043432763,THREE EIGHTY NINE CORP LESSEE  389 S LAKE DR PALM BEACH FL,997,700,1987,THREE EIGHTY NINE LESSEE,THREE EIGHTY NINE LESSEE
5043432226,THREE ELEVEN COCOANUT ROW COND DECL FILED 9-12-86 IN OR5003P1 835,5003,1835,1987,THREE ELEVEN COCOANUT ROW CONDOMINIUMS,THREE ELEVEN COCOANUT ROW CONDOMINIUMS
5043432610,THREE FIFTY COND,2484,764,1976,THREE FIFTY CONDOMINIUMS,THREE FIFTY CONDOMINIUMS
5043432755,THREE HUNDRED ONE CHILEAN AVE  COND DECL FILED 8-18-83 IN,4017,1518,1984,THREE HUNDRED ONE CHILEAN AVE CONDOMINIUMS,THREE HUNDRED ONE CHILEAN AVE CONDOMINIUMS
5043432326,THREE HUNDRED SOUTH OCEAN BLVD APTS INC 300 S OCEAN BLVD,997,1290,1987,THREE HUNDRED SOUTH OCEAN BLVD APTS,THREE HUNDRED SOUTH OCEAN BLVD APTS
5043432221,THREE HUNDRED THREE COND AS IN DECL IN,2701,1303,1978,THREE HUNDRED THREE CONDOMINIUMS,THREE HUNDRED THREE CONDOMINIUMS
5043432754,THREE THIRTY COCOANUT ROW COND DECL FILED 11-5-82,3820,1463,1983,THREE THIRTY COCOANUT ROW CONDOMINIUMS,THREE THIRTY COCOANUT ROW CONDOMINIUMS
5043432312,THREE THIRTY SOUTH OCEAN COND,2677,89,1978,THREE THIRTY SOUTH OCEAN CONDOMINIUMS,THREE THIRTY SOUTH OCEAN CONDOMINIUMS
5043432738,THREE TWENTY CHILEAN COND,1018,493,1974,THREE TWENTY CHILEAN CONDOMINIUMS,THREE TWENTY CHILEAN CONDOMINIUMS
5043432748,THREE TWENTY ONE SOUTH LAKE DR COND DECL FILED 10-2-79,3147,994,1983,THREE TWENTY ONE SOUTH LAKE DR CONDOMINIUMS,THREE TWENTY ONE SOUTH LAKE DR CONDOMINIUMS
5043441524,TOWER VALLANDRY IBIS ISLE CONDOMINIUM PAR OF LAND IN LOT 8 IBIS,1739,182,1973,TOWER VALLANDRY IBIS ISLE CONDOMINIUMS,TOWER VALLANDRY IBIS ISLE CONDOMINIUMS
5043441529,TOWER VALLENCAY OF IBIS ISLE CONDOMINIUM ISLE (PB24P84),1792,189,1973,TOWER VALLENCAY OF IBIS ISLE CONDOMINIUMS,TOWER VALLENCAY OF IBIS ISLE CONDOMINIUMS
5043441403,TRES VIDAS OF PALM BEACH,3267,420,1981,TRES VIDAS OF PALM BEACH,TRES VIDAS OF PALM BEACH
5043442307,TWENTY FIVE HUNDRED SOUTH OCEAN BLVD COND,2723,804,1978,TWENTY FIVE HUNDRED SOUTH OCEAN BLVD CONDOMINIUMS,TWENTY FIVE HUNDRED SOUTH OCEAN BLVD CONDOMINIUMS
5043442318,TWENTY SEVEN SEVENTY SOUTH OCEAN BOULEVARD COND DECL FILED 4-19-90,6425,490,1991,TWENTY SEVEN SEVENTY SOUTH OCEAN BOULEVARD CONDOMINIUMS,TWENTY SEVEN SEVENTY SOUTH OCEAN BOULEVARD CONDOMINIUMS
5043442306,TWENTY SIX HUNDRED COND,2786,25,1978,TWENTY SIX HUNDRED CONDOMINIUMS,TWENTY SIX HUNDRED CONDOMINIUMS
5043441404,TWENTY TWO NINETY FIVE SOUTH OCEAN BLVD CORP 2295 S OCEAN BLVD,997,500,1987,TWENTY TWO NINETY FIVE SOUTH OCEAN BLVD,TWENTY TWO NINETY FIVE SOUTH OCEAN BLVD
5043432756,TWO FORTY NINE PERUVIAN BLDG COND DECL FILED 6-16-83,3968,497,1984,TWO FORTY NINE PERUVIAN BLDG CONDOMINIUMS,TWO FORTY NINE PERUVIAN BLDG CONDOMINIUMS
5043432325,TWO NORTH BREAKERS ROW COND DECL FILED 8-29-86 IN OR4988 P846,4988,846,1987,TWO NORTH BREAKERS ROW CONDOMINIUMS,TWO NORTH BREAKERS ROW CONDOMINIUMS
5043431538,TWO THIRTY FOUR OLEANDER AVENUE CONDOMINIUM,14959,944,2004,TWO THIRTY FOUR OLEANDER AVENUE CONDOMINIUMS,TWO THIRTY FOUR OLEANDER AVENUE CONDOMINIUMS
5043441105,TWO THOUSAND COND AT SLOANS CURVE DECL FILED 12-21-81,3645,1027,1982,TWO THOUSAND CONDOMINIUMS,TWO THOUSAND CONDOMINIUMS
5043432248,VIA FLAGLER CONDO,30498,1476,2020,VIA FLAGLER CONDOMINIUMS,VIA FLAGLER CONDOMINIUMS
5043432769,VIA LELA OF WORTH AVE COND DECL FILED 6-5-87 IN OR5128P1725,5128,1725,1991,VIA LELA OF WORTH AVE CONDOMINIUMS,VIA LELA OF WORTH AVE CONDOMINIUMS
5043423414,VIA MANANA,48,77,1985,VIA MANANA,VIA MANANA
5043432771,VIA MIZNER NORTH & SOUTH CONDOS,7069,317,1992,VIA MIZNER NORTH SOUTH CONDOS,VIA MIZNER NORTH SOUTH CONDOS
5043440206,VIA PELICANO,37,183,1980,VIA PELICANO,VIA PELICANO
5043432762,VIA ROMA COND DECL FILED 7-3-86 IN OR4930 P1761,4930,1761,1987,VIA ROMA CONDOMINIUMS,VIA ROMA CONDOMINIUMS
5043433501,VIA VIZCAYA IN,16,83,1971,VIA VIZCAYA,VIA VIZCAYA
5043433502,VIA VIZCAYA ADD IN,23,48,1971,VIA VIZCAYA,VIA VIZCAYA
5043432768,VILL,997,132,1987,VILL,VILL
5043431530,VILLA D ESTE COND DECL FILED 1-21-83 IN,3866,935,1984,VILLA D ESTE CONDOMINIUMS,VILLA D ESTE CONDOMINIUMS
5043432308,VILLA DEL SUR APTS COND LT 36 & E 7 FT OF LT 37 BLK G ROYAL PARK ADD (PB4P1) IN,1666,789,1973,VILLA DEL SUR APTS,VILLA DEL SUR APTS
5043432774,VILLA FIORENTINA COND,9917,1651,1998,VILLA FIORENTINA CONDOMINIUMS,VILLA FIORENTINA CONDOMINIUMS
5043441522,VILLA LAC BEAU OF IBIS ISLE CONDOMINIUM LT J & LT 1 IBIS ISLE (PB124,1685,1261,1973,VILLA LAC BEAU OF IBIS ISLE CONDOMINIUMS,VILLA LAC BEAU OF IBIS ISLE CONDOMINIUMS
5043432601,VILLA MARINE,2,98,1980,VILLA MARINE,VILLA MARINE
5043431536,VILLA PLATI TOWNHOMES DECL FILED 2-26-90 IN OR6681P0197,6681,197,1993,VILLA PLATI TOWNHOMES IN OR6681P0197,VILLA PLATI TOWNHOMES IN OR6681P0197
5043441527,"VILLA RIDEAU IBIS ISLE CONDOMINIUM PAR OF LAND LYG IN LTS 3,4 & 5 IBIS ISLE",1778,1439,1973,VILLA RIDEAU IBIS ISLE CONDOMINIUMS,VILLA RIDEAU IBIS ISLE CONDOMINIUMS
5043441521,"VILLA SEREIN OF IBIS ISLE COND PAR LYG IN LTS 11, 12 & 13 IBIS ISLE (PB124P84) AS",1694,245,1973,VILLA SEREIN OF IBIS ISLE CONDOMINIUMS,VILLA SEREIN OF IBIS ISLE CONDOMINIUMS
5043441519,VILLA TAMBOUR IBIS ISLE COND N 20 FT OF LT A ALL LT C & PT OF LT 14 IN DECLARATION,1639,252,1973,VILLA TAMBOUR IBIS ISLE CONDOMINIUMS,VILLA TAMBOUR IBIS ISLE CONDOMINIUMS
5043433503,VITA SERENA IN,9,59,1976,VITA SERENA,VITA SERENA
5043431405,WALTON ADD P B REV,18,83,1971,WALTON ADD PALM BEACH,WALTON ADD PALM BEACH
5043430302,WALTON TR IN,18,8,1971,WALTON TR,WALTON TR
5043431425,WARDEN HOUSE COND DECL FILED 3-28-80,3259,929,1981,WARDEN HOUSE CONDOMINIUMS,WARDEN HOUSE CONDOMINIUMS
5043431418,WELLS CIRCLE REPLAT PB26P244 & PB28P52,26,244,1971,WELLS CIRCLE REPLAT PB26P244 PB28P52,WELLS CIRCLE REPLAT PB26P244 PB28P52
5043432306,WHITMORE SURVEY UNREC ON AM-69,999,690,1971,WHITMORE SURVEY UNREC ON AM,WHITMORE SURVEY UNREC ON AM
5043432605,WINTHROP HOUSE COND DECL IN,1865,847,1973,WINTHROP HOUSE CONDOMINIUMS,WINTHROP HOUSE CONDOMINIUMS
5043431026,WOODS LANDING PL 3 IN,30,65,1974,WOODS LANDING,WOODS LANDING
5043431003,WOODS LANDING PLAT NO 2 IN,26,100,1971,WOODS LANDING PLAT,WOODS LANDING
