"Listing Number","Cumulative DOM","Days On Market","Short Address","Baths - Full","Baths - Half","Cancel Date","Listing Date","List Price","Front Exp","Expiration Date","Parcel ID","Sold Date","Sold Price","SqFt - Living","SqFt - Total","Under Contract Date","Withdrawn Date","Year Built","Year Roof Installed","SqFt - Guest House","Construction: CBS","Storm Protection: Accordion Shutters","Storm Protection: Impact Glass","Storm Protection: Panel Shutters","Public Remarks","Area","Temp Off Market Date","Garage Spaces","Furnished: Furnished","Subdivision","Terms of Sale","Zip Code","Baths - Total","City","Guest House","High School","Homeowners Assoc","Lot SqFt","Private Pool","Legal Desc","Spa","State/Province","Street #","Tax Year","Taxes","Total Bedrooms","Total Floors/Stories","Total Units in Bldg","Ttl Units in Complex","Original List Price","Unit Floor #","Unit #","Type","Geo Lat","Geo Lon","HOA/POA/COA (Monthly)","Special Assessment","Waterfront","Status","Status Change Date","Subdiv. Amenities: Tennis","Subdiv. Amenities: Pool","Subdiv. Amenities: Manager on Site","Subdiv. Amenities: Fitness Center","Subdiv. Amenities: Elevator","Subdiv. Amenities: Golf Course","Subdiv. Amenities: Clubhouse","Security: Gate - Manned","Security: Gate - Unmanned","Security: Doorman","Security: Lobby","Parking: Garage - Building","Parking: Garage - Detached","Parking: Open","Parking: Covered","Lot Description: < 1/4 Acre","Lot Description: 1 to < 2 Acres","Lot Description: 1/2 to < 1 Acre","Lot Description: 1/4 to 1/2 Acre","Gated Community","Development Name","Listing Agent","Listing Office","Buyer Agent","Buyer Office","Fallthrough Date"
"FX-10512127","163","163","1236 Bay View Way","4","","","2025-06-30","1028000.00","E","","73414401040070570","","","4123.00","4993.00","","","2004","0","","Yes","","Partial","Partial","Discover lakeside serenity in Black Diamond. Wellington's 24/7 guard-gated family community. This 6-bed, 4-bath Tiffany model spans 4,123 sq ft with 62' direct lake shoreline, and nearby A-rated schools. Enter the 22' high living room with floor-to-ceiling impact windows showcasing lake views. Gourmet kitchen features granite counters, LG high-end stainless appliances, gas, and a big islandperfect for gatherings. 2025 smart upgrades include Nest thermostats, app-controlled lighting, ADT color touchpads. Upstairs, the master suite boasts dual walk-in closets, shower, soaking tub and a private balcony. Outside, enjoy a lanai, ext. patio, sparkling pool & lush landscaping. HOA includes high speed internet, clubhouse, heated pool, fitness ctr, tennis courts, and walking paths. Call me today!","5520","","3.00","","Black Diamond Ph 02","","33414","4.00","Wellington","N","Palm Beach Central","M","7802.00","Yes","BLACK DIAMOND PH 2 LT 57 BLK 7","N","FL","1236","2024","9382.00","6","","","","1028000.00","","","SF","26.664339","-80.215018","384.00","","Yes","A","2025-06-30","","","","","","","Yes","","","","","","","","","Yes","","","","","Black Diamond","Gregg Cook","LoKation (802518)","","",""
"RX-11123995","86","86","3509 Grand Prix Farms Drive","2","2","","2025-09-15","10975000.00","E","","73414420090000230","","","1580.00","41950.00","","","2002","2023","","","","Complete","","Situated within the gates of Grand Prix Village this 20 stall stable was designed and maintained by a top equestrian professional.  Enter into this stunning stable you will be impressed with the beautiful tongue and groove ceilings, brick front stalls and wide aisles. The stable is fully rubber matted, including the stalls. The interior features include; an office with a full bathroom, a large tack room with a kitchen, a second office, separate farrier and veterinary areas, wash and grooming areas, laundry room and secure med room. There are 3 enclosed garages and a flexible space with a full bath that could easily be converted to living quarters. Outside you will discover the 130X240 COVERED ARENA with GGT footing and multiple paddocks.  Please see documents for a full list of amenities.","5520","","3.00","","GRAND PRIX FARMS","","33414","2.20","Wellington","","","M","157687.00","No","GRAND PRIX FARMS PL 1 LT 23","","FL","3509","2024","69100.00","1","1.00","","","10975000.00","","","SF","26.627351","-80.281248","876.00","No","Yes","A","2025-09-15","","","Yes","","","","","Yes","","","","Yes","","","","","","","","Y","","Heather Dengler","Equestrian Sotheby's International Realty Inc. (802501)","","",""
"RX-11138360","35","35","4673 Island Reef Drive","4","0","","2025-11-05","1250000.00","N","","73414426050001100","","","4177.00","5549.00","","","2002","2002","","Yes","","","Complete","**SELLER IS OFFERING $40,000 CREDIT FOR NEW ROOF**. This exquisite home offers an open floor plan with high-end upgrades throughout. The main level features new 32''x32'' white and gray porcelain tile, glass stair railings, crown moldings, and a renovated kitchen and guest bath. A custom 300-bottle wine cellar adds sophistication. Recent updates include a resurfaced pool and new carpet on the stairs and all upstairs bedrooms. A first-floor den or office with a full bath provides flexibility. Enjoy lush landscaping, a beautiful pool, a covered screened patio, and a private screened balcony off the primary suite.","5790","","3.00","","ISLES AT WELLINGTON PL 4","","33449","4.00","Wellington","N","Palm Beach Central","M","10890.00","Yes","ISLES AT WELLINGTON PL 4 LT 110","","FL","4673","2025","17800.00","5","2.00","","","1340000.00","","","SF","26.611424","-80.228501","350.00","No","No","A","2025-11-05","Yes","Yes","","Yes","","","Yes","Yes","","","","","","","","Yes","","","","Y","Grande Bay Estates","Fabiola Gene","LPT Realty, LLC (261016803)","","",""
"RX-11137343","37","37","11730 Saint Andrews Place 306","2","0","","2025-11-03","339000.00","N","","73414414460033060","","","1174.00","1234.00","","","2001","","","Yes","","","","Lowest-Priced Condo in St. Andrews!  Spacious 2BR/2BA condo with 1-car side garage in the desirable St. Andrews at the Polo Club, ideally located in the heart of Wellington. This light and bright 3rd-floor unit has been freshly painted and offers two en suite bedrooms with walk-in closets and an in-unit washer/dryer. Enjoy resort-style living in a gated, pet-friendly, and investor-friendly community with pool, fitness center, tennis courts, and clubhouse. Perfectly located near WEF and polo grounds, golf courses, parks, and beaches. Excellent opportunity for investors, first-time buyers, or seasonal residents. Tenant occupied until 12/15/25. Professional photos will be added after move-out. Taxes based on non-homestead exemptions.","5520","","1.00","","ST ANDREWS AT POLO CLUB CONDO","","33414","2.00","Wellington","","","M","","No","ST ANDREWS AT POLO CLUB CONDOMINIUM UNIT 3-306","","FL","11730","2024","6134.20","2","3.00","22","200.00","339000.00","3.00","306","CD","26.650501","-80.232155","577.17","No","No","A","2025-11-03","Yes","Yes","Yes","Yes","","","Yes","","Yes","","","","","","","","","","","Y","ST ANDREWS","Dennis Casper LLC","EXP Realty LLC (261010944)","","",""
"RX-11141972","205","22","12665 Coral Breeze Drive","2","0","","2025-11-18","535000.00","NE","","73414410290000100","","","1648.00","2068.00","","","1990","","","Yes","","","Partial","","5520","","2.00","","WELLINGTON TR 43","","33414","2.00","Wellington","","","M","6000.00","No","WELLINGTON TR 43 (REPL PT OF TR 43) LT 10","","FL","12665","2025","2299.47","3","1.00","","","535000.00","","","SF","26.652648","-80.245748","150.00","No","Yes","A","2025-11-19","","","","","","","","","","","","","","","","Yes","","","","N","","Harold Needle","Florida Executive Realty Corp. (404236)","","",""
"RX-11137527","37","37","2579 Players Court","3","1","","2025-11-03","2895000.00","E","","73414415070000590","","","2356.00","3112.00","","","2025","2025","","Yes","","Complete","","Step into this newly constructed residence that transcends the ordinary, a home where architectural artistry meets effortless livability. Every space has been curated with exquisite  attention to detail, blending natural textures, timeless materials, and cutting -edge design. A show -stopping kitchen anchors the home with rich wood finishes, quartz countertops, & floating shelves framed against a soft porcelain back splash. The dramatic island with custom wood inlay invite both gathering and gourmet creation. Integrated professional grade appliances & statement lighting complete this sophisticated culinary space.","5520","","2.50","","EAGLES LANDING OF P B POLO AND COUNTRY CLUB","","33414","3.10","Wellington","","","M","7808.00","Yes","EAGLES LANDING OF P B POLO & COUNTRY CLUB WELLINGTON LT 59","","FL","2579","2024","4082.12","3","1.00","","","2895000.00","","","SF","26.643368","-80.240305","800.00","No","No","A","2025-11-03","Yes","","","Yes","","Yes","","Yes","","","","","","","","Yes","","","","Y","Palm Beach Polo","John Finlayson","Browning Realty (800149)","","",""
"AX-11917581","20","20","1316 White Pine Drive","2","","","2025-11-20","325000.00","","","73414402030100083","","","1026.00","1098.00","","","1985","","","Yes","","","","HIGHLY ATTRACTIVE INVESTMENT OPPORTUNITY IN SOUGHT AFTER AREA WELLINGTON! BEAUTIFUL 2 BEDROOMS 2 BATHROOMS ONE OF 4 UNITS FOR SALE! NO SHORT SALE OR REO! Owner selling 4 units in the community as package deal. Community doesn't have an HOA. Please see additional listings A1191799/A11917776/A11917732. Tenant occupied. For any questions, please email listing agent or call! Please see additional important owner's remark.","5520","","","","South Shore 4 WELLINGTON","","33414","2.00","Wellington","","","N","","No","SOUTH SHORE NO 4 OF WELLINGTON PT OF LT 8 BLK 10 K/A UNIT 8-C","","FL","1316","2025","4445.00","2","1.00","","","1550000.00","1.00","","VL","26.662243","-80.233859","","","No","A","2025-11-20","","","","","","","","","","","","","","","","","","","","","","Samuel Grynbaum","GGH Realty LLC (SEFGGHR01)","","",""
"RX-11145323","6","6","11830 Pebblewood Drive 202","2","0","","2025-12-04","680000.00","S","","73414414110032020","","","1350.00","1350.00","","","1985","","","Yes","","","","Great opportunity  in the Palm Beach  Polo, Golf and Country Club. This updated condo with a fantastic  water view comes furnished and ready to move in. Close to the private pool for the Pebblewood condos and all the amenities the Polo Club has to offer.","5520","","0.00","","PEBBLEWOOD CONDO","","33414","2.00","Wellington","","","M","90.00","No","PEBBLEWOOD COND UNIT 202C","","FL","11830","2025","8585.00","2","2.00","4","16.00","680000.00","2.00","202","CD","26.646387","-80.225099","833.00","No","Yes","A","2025-12-04","","Yes","","","","","","Yes","","","","","","","","","","","","Y","Palm Beach Polo and Country Club","Marc Darren Ulanowski","Equestrian Sotheby's International Realty Inc. (802501)","","",""
"RX-10946224","709","709","3601 Grand Prix Farms Drive","2","0","","2024-01-01","9250000.00","E","","73414420180000010","","","0.00","9891.00","","","2015","2015","","Yes","","","","Welcome to a fantastic equestrian opportunity in Grand Prix Village South-a prime location offering the epitome of convenience for the equestrian enthusiast!  This exclusive property boasts direct bridle trail access to the WEF show grounds-a true privilege for those seeking unparalleled access to equestrian events.  At the core of the property is a 225'x140' fully irrigated, lighted arena with a new GGT footing mix.  Have the ultimate privilege of practicing  in your own private arena and then walking straight to the show ring!  Barn features include; aisle-ways with EquiTan poured rubber flooring by IDA, 24 permanent stalls, 12 grooming/flex stalls- customizable up to 36 stalls, 8 hot/cold wash stalls, 4 feed rooms, 4 tack rooms, 2 laundry rooms(8 washers/dryers), and 2 full bathrooms.","5520","","0.00","","GRAND PRIX VILLAGE SOUTH","","33414","2.00","Wellington","","","M","132187.00","No","GRAND PRIX VILLAGE SOUTH LT 1","","FL","3601","2023","26369.30","0","1.00","","","9250000.00","","","SF","26.626719","-80.280515","337.00","No","Yes","A","2024-01-01","","","","","","","","Yes","Yes","","","","","Yes","","","","","","Y","","Abby Jones","Equestrian Sotheby's International Realty Inc. (802501)","","",""
"RX-11067168","284","284","2800 Twin Oaks Way","3","0","","2025-03-01","1870000.00","W","","73414414380000520","","","2017.00","2868.00","","","2001","2025","","Yes","","Complete","","This property is a truly remarkable residence in the sought after Shady Oaks neighborhood of Palm Beach Polo. Newly renovated 3 bed/3 bath home. NEW ROOF 2025, 10 yrs warranty and gutters. NEW POOL AND HEATER, NEW perimeter fence, New interior doors, Appliances 2024. This home features full impact windows, and full house generator! Equipped with premium finished and high quality materials. New flooring sleek and modern throughout enhancing the home's aesthetic. New irrigation system. Underground propane tank. This combination of modern luxury and functional upgrades makes this home a standout choice for those looking for comfort and style in a peaceful setting. The outdoor space is private, a tranquil escape perfectly integrated with nature.","5520","","2.00","","SHADY OAKS OF PALM BEACH POLO & COUNTRY CLUB","","33414","3.00","Wellington","","Wellington High Sch","M","","Yes","SHADY OAKS OF PALM BEACH POLO & COUNTRY CLUB LT 52","","FL","2800","2024","19915.00","3","1.00","","","2177000.00","","","TH","26.640208","-80.23321","650.00","No","Yes","A","2025-03-01","Yes","","","Yes","","Yes","","Yes","","","","","","","","Yes","","","","Y","","Margarita Battro","LAER Realty Partners Bowen/Wellington (802198)","","",""
"RX-11144169","14","14","2040 Greenview Shores Boulevard 223","2","0","","2025-11-26","324900.00","W","","73414416170022230","","","1200.00","1200.00","","","1999","","","Yes","","","","BEST VIEWS IN ARISSA PLACE! 5 MINUTE DRIVE TO THE PB INTERNATIONAL EQUESTRIAN CENTER! 7 MINUTES TO INTERNATIONAL POLO CLUB OF PB! 1 CAR GARAGE! This 3 bedroom, 2 full bath unit with balcony overlooking the BEST views of Arissa Place has been fully updated and outfitted with brand new high end furnishings! Fully stocked and ready for seasonal and off seasonal rental or just bring your toothbrush and come enjoy the Wellington season!","5520","","1.00","Yes","ARISSA PLACE CONDO","","33414","2.00","Wellington","","Wellington High Sch","M","90.00","No","ARISSA PLACE CONDOMINIUM UNIT 223","","FL","2040","2025","5217.00","3","3.00","","","324900.00","3.00","223","CD","26.651596","-80.262621","475.00","No","Yes","A","2025-11-29","","Yes","","","","","","","Yes","","","","","","","","","","","Y","Arissa Place","Brian Martin","RE/MAX Prestige Realty/Wellington (802289)","","",""
"RX-11110048","139","139","750 Cedar Cove Road","3","0","","2025-07-24","949980.00","SW","","73414406030000010","","","2815.00","3904.00","","","1997","2025","","Yes","Complete","","","This updated home with NEW ROOF offers an open split floor plan, sleek kitchen with granite counters, upgraded appliances, and new recessed lighting. The master bath is a true retreat, complemented by accordion shutters throughout and lush tropical landscaping. Enjoy outdoor living with a private pool, fruit trees, and green space in a gated community with a virtually manned entrance. Perfectly located near Wellington National Golf Course, shops, dining, and top-rated schools, including Binks Forest Elementary and Wellington Landings Middle.","5520","","3.00","","Binks Forest at The Landings of Wellington","","33414","3.00","Wellington","","Wellington High Sch","M","","Yes","BINKS FOREST OF THE LANDINGS AT WELLINGTON PUD PL 2 LT 1","","FL","750","2024","8303.92","5","1.00","","","975000.00","1.00","","SF","26.67131","-80.29109","96.00","No","No","A","2025-10-03","","","","","","","","","Yes","","","","","","","","","","","Y","Binks Forest at The Landings of Wellington","Benjamin Broome","Echo Fine Properties (276544165)","","",""
